index,gm_mean,wm_gm_mean
1,0,0
2,0.003597122,0
3,1.04676259,0.028776978
4,17.36690647,0.122302158
5,129.3776978,0.561151079
6,558.1798561,4.248201439
7,1356.413669,42.20143885
8,2113.697842,185.9280576
9,2495.535971,430.6906475
10,2421.953237,877.3956835
11,1873.28777,1431.956835
12,1174.348921,2135.640288
13,665.8309353,2679.251799
14,360.0179856,2707.215827
15,179.118705,2212.039568
16,83.64748201,1588.392086
17,34.62589928,900.3309353
18,12.2733813,247.2625899
19,4.294964029,24.40647482
