index,gm_mean,wm_gm_mean
1,0,0
2,0,0
3,0.003597122,0
4,1.798561151,0
5,48.74820144,0.017985612
6,324.8992806,0.129496403
7,1077.28777,0.595683453
8,1853.938849,33.03597122
9,2243.841727,200.852518
10,2281.964029,415.6870504
11,2075.539568,720.4460432
12,1523.83813,1161.330935
13,921.3884892,1776.690647
14,545.7697842,2495.111511
15,313.176259,2815.230216
16,159.1438849,2500.276978
17,73.0971223,1940.625899
18,29.21942446,1259.967626
19,7.366906475,228.3741007
